SK_CARD_002_CONCEPT_TXT	全ユニットで発動
SK_WA_01_SLOTH_FIONA_01_CONCEPT_TXT	スロウスシュタイン出身ユニットもしくはリル＝ウロボロス「大陸の観測者」が使用可能
SK_GS1_SLOTH_FIONA_01_CONCEPT_TXT	スロウスシュタイン出身ユニットが装備するとPT内のスロウスシュタイン出身ユニットの能力UP
SK_GS1_DISGAEA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>キリア<br>セラフィーヌ<br>レッドマグナス<br>リン<br>ウサリア<br>ラハール<br>エトナ<br>プリニー<br>アルミラ<br>ローザ<br>※ディスガイアコラボver以外のリン・アルミラ・ローザは含まれません
SK_GS2_ENVYRIA_VETTEL_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ヴェテル<br>ジェラルド<br>ナタリー
SK_GS2_ENVYRIA_CLOE_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>クロエ<br>[闇]クロエ<br>レン<br>※世界樹コラボverのクロエは含まれません
SK_GS2_ENVYRIA_FAIRLILY_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>フェアリリィ<br>クリーマ<br>エマ
SK_GS2_ENVYRIA_SHAYNA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>シェイナ<br>スズカ
SK_GS2_ENVYRIA_LGDSAG_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ロギ<br>ディオス<br>アガサ<br>※ver．決戦礼装は含まれません
SK_GS2_ENVYRIA_ELIZABETH_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>エリザベス<br>デセル<br>マリアンヌ
SK_GS2_ENVYRIA_MONZOTM_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>モンゼイン<br>オーティマ<br>[闇]オーティマ<br>※オーティマver．決戦礼装は含まれません
SK_GS2_ENVYRIA_MARGARET_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>マーガレット<br>エリザベス
SK_GS2_ENVYRIA_DARTAGNAN_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ダルタニアン
SK_GS1_LETTER_01_CONCEPT_TXT	装備するとPT内全員の能力UP
SK_GS1_LETTER_02_CONCEPT_TXT	装備するとPT内全員の能力UP
SK_GS2_SLOTH_FIONA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>フィオナ<br>エドガー<br>ヴェロス<br>※エドガーver．決戦礼装は含まれません
SK_GS2_ENVYRIA_RUNBELL_01_CONCEPT_TXT	エンヴィリア出身ユニットが装備するとPT内のエンヴィリア出身ユニットの能力UP
SK_GS1_ENVYRIA_RUNBELL_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ランベル
SK_GS1_ENVYRIA_DECEL_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>デセル
SK_GS1_ENVYRIA_ALFRED_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アルフレッド<br>シェイナ
SK_GS2_ENVYRIA_ALFRED_01_CONCEPT_TXT	アルフレッドが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>シェイナ
SK_GS1_ENVYRIA_PRISCILA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>プリシラ<br>ラミア<br>テレサ<br>※Fateコラボverのラミアは含まれません
SK_GS1_ENVYRIA_ELAINE_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>エレイン
SK_GS1_ENVYRIA_DILGA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ディルガ
SK_GS1_ENVYRIA_AGATHA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ロギ<br>ディオス<br>アガサ<br>ジーク<br>※ver．決戦礼装は含まれません
SK_GS2_ENVYRIA_AYLLU_01_CONCEPT_TXT	ルストブルグ出身ユニットが装備するとPT内のルストブルグ出身ユニットの能力UP
SK_GS1_ENVYRIA_AYLLU_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アイリュ
SK_GS1_ENVYRIA_ROTEN_01_CONCEPT_TXT	エンヴィリア出身ユニットが装備するとPT内のエンヴィリア出身ユニットの能力UP
SK_GS1_ENVYRIA_RUNBELL_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ランベル
SK_GS1_ENVYRIA_FOUNTAIN_01_CONCEPT_TXT	エンヴィリア出身ユニットが装備するとPT内のエンヴィリア出身ユニットの能力UP
SK_GS1_ENVYRIA_ALAIA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アライア
SK_GS1_ENVYRIA_FOUNTAIN_01_CONCEPT_TXT	エンヴィリア出身ユニットが装備するとPT内のエンヴィリア出身ユニットの能力UP
SK_GS1_ENVYRIA_LUCRETIA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ルクレティア<br>ゲイン
SK_GS1_ENVYRIA_VICTOR_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ヴェテル<br>クロエ<br>ヴィクター<br>ジェラルド<br>ナタリー<br>ダルタニアン<br>ニーナ<br>レン<br>ジュウベエ<br>セリス<br>※世界樹コラボver、ダークファントムverのクロエは含まれません
SK_GS2_ENVYRIA_VICTOR_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ヴェテル<br>クロエ<br>[闇]クロエ<br>ヴィクター<br>ナタリー<br>ニーナ<br>※世界樹コラボverのクロエは含まれません
SK_WA_01_ENVYRIA_VICTOR_01_CONCEPT_TXT	全ユニット使用可能
SK_WA_01_WRATHTRIZ_ZAHAR_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_WRATHTRIZ_ZAHAR_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ザハル<br>スピカ<br>レティシア<br>シルマ<br>ゼン<br>メア<br>イーラ<br>ニグル<br>※Fateコラボverのザハルは含まれません
SK_GS2_WRATHTRIZ_ZAHAR_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ザハル<br>レティシア<br>イーラ<br>ニグル<br>※Fateコラボverのザハルは含まれません
SK_GS3_WRATHTRIZ_ZAHAR_01_CONCEPT_TXT	レティシア・リル＝ウロボロスが装備するとPT内の特定ユニットの能力UP<br>対象ユニット:<br>ザハル<br>※Fateコラボverのザハルは含まれません
SK_WA_01_WRATHTRIZ_SPICA_01_CONCEPT_TXT	ラーストリス出身ユニットもしくはリル＝ウロボロス「大陸の観測者」が使用可能
SK_WA_02_WRATHTRIZ_SPICA_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_WRATHTRIZ_SPICA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ザハル<br>スピカ<br>レティシア<br>シルマ<br>ゼン<br>メア<br>イーラ<br>ニグル<br>※Fateコラボverのザハルは含まれません
SK_GS2_WRATHTRIZ_SPICA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>スピカ<br>シルマ
SK_GS1_WRATHTRIZ_GLANZ_01_CONCEPT_TXT	ラーストリス出身ユニットが装備するとPT内のラーストリス出身ユニットの能力UP
SK_GS2_WRATHTRIZ_GLANZ_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>グランツ<br>アナスタシア
SK_GS1_WRATHTRIZ_LAMIA_01_CONCEPT_TXT	ラーストリス出身ユニットが装備するとPT内のラーストリス出身ユニットの能力UP
SK_GS2_WRATHTRIZ_LAMIA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ラミア<br>テレサ<br>※Fateコラボverのラミアは含まれません
SK_GS1_WRATHTRIZ_ROSA_01_CONCEPT_TXT	ラーストリス出身ユニットが装備するとPT内のラーストリス出身ユニットの能力UP
SK_GS2_WRATHTRIZ_ROSA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ローザ<br>※ディスガイアコラボverのローザは含まれません
SK_GS1_WRATHTRIZ_MAGNUS_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>マグヌス<br>ストリエ<br>アイシャ
SK_GS1_WRATHTRIZ_SABALETA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>サバレタ<br>ヴァネキス
SK_GS1_WRATHTRIZ_MARE_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ザハル<br>スピカ<br>レティシア<br>シルマ<br>ゼン<br>メア<br>イーラ<br>ニグル<br>※Fateコラボverのザハルは含まれません
SK_GS2_WRATHTRIZ_MARE_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>メア<br>イーラ
SK_GS3_WRATHTRIZ_MARE_01_CONCEPT_TXT	イーラ・リル＝ウロボロスが装備するとPT内の特定ユニットの能力UP<br>対象ユニット:<br>メア
SK_WA_01_WRATHTRIZ_MARE_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_APR_LIZ_01_CONCEPT_TXT	リザードマンが独断と偏見で選ぶアニマルな友達が装備すると、PT内のアニマルな友達の能力UP<br>対象ユニット：<br>リザードマン<br>リン<br>ビルギッタ<br>フラメル<br>ハヤテ<br>ノイン<br>ルピナス<br>ダルタニアン<br>タマモ<br>ミリシュ<br>パティ<br>アルフレッド<br>ニーナ<br>ガイン<br>※コラボverのユニットは含まれません
SK_GS2_APR_LIZ_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>リザードマン
SK_WA_01_DESERT_BALT_01_CONCEPT_TXT	砂漠地帯出身ユニットもしくはリル＝ウロボロス「大陸の観測者」が使用可能
SK_WA_02_DESERT_BALT_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_DESERT_BALT_01_CONCEPT_TXT	砂漠地帯出身ユニットが装備するとPT内の砂漠地帯出身ユニットの能力UP
SK_GS2_DESERT_BALT_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>バルト<br>カルラ
SK_GS1_DESERT_RAMESES_01_CONCEPT_TXT	砂漠地帯出身ユニットが装備するとPT内の砂漠地帯出身ユニットの能力UP
SK_GS2_DESERT_RAMESES_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ラメセス<br>ネフェルティ
SK_GS1_DESERT_RETZIUS_01_CONCEPT_TXT	砂漠地帯出身ユニットが装備するとPT内の砂漠地帯出身ユニットの能力UP
SK_GS2_DESERT_RETZIUS_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>レシウス<br>ルシア
SK_GS1_DESERT_ANKH_01_CONCEPT_TXT	砂漠地帯出身ユニットが装備するとPT内の砂漠地帯出身ユニットの能力UP
SK_GS2_DESERT_ANKH_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アンク<br>ライル
SK_GS1_DESERT_ARKILL_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アーキル<br>シャノワール<br>ストリエ<br>アイシャ
SK_GS1_DESERT_RYLE_01_CONCEPT_TXT	砂漠地帯出身ユニットが装備するとPT内の砂漠地帯出身ユニットの能力UP
SK_GS2_DESERT_RYLE_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アンク<br>ライル
SK_WA_01_DESERT_RYLE_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_SLOTH_FIONA_02_CONCEPT_TXT	スロウスシュタイン出身ユニットが装備するとPT内のスロウスシュタイン出身ユニットの能力UP
SK_GS2_SLOTH_FIONA_02_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>フィオナ
SK_GS1_DESERT_ASUWADO_01_CONCEPT_TXT	砂漠地帯出身ユニットが装備するとPT内の砂漠地帯出身ユニットの能力UP
SK_GS2_DESERT_ASUWADO_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アスワド
SK_GS1_DESERT_SUTORIE_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アーキル<br>シャノワール<br>ストリエ<br>アイシャ
SK_GS1_SLOTH_DON_TARAS_01_CONCEPT_TXT	スロウスシュタイン出身ユニットが装備するとPT内のスロウスシュタイン出身ユニットの能力UP
SK_GS2_SLOTH_DON_TARAS_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ドン・タラス
SK_GS1_ENVYRIA_CANON_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>カノン<br>カノンver．決戦礼装<br>カダノバ<br>カグラ<br>クダンシュタイン<br>クダンシュタインver．舞台版<br>クダンシュタインver．決戦礼装<br>セーダ<br>セーダver．決戦礼装<br>モンゼイン<br>ザイン<br>ザインver．決戦礼装<br>オーティマ<br>オーティマver．決戦礼装<br>ヤウラス<br>ヤウラスver．決戦礼装<br>バシーニ<br>カヤ<br>ラキナ<br>イカサ<br>※ダークファントムverのユニットは含まれません
SK_GS2_ENVYRIA_CANON_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>カノン<br>※カノンver．決戦礼装は含まれません
SK_GS1_WRATH_KUDHANSTEIN_01_CONCEPT_TXT	ラーストリス出身ユニットが装備するとPT内のラーストリス出身ユニットの能力UP
SK_GS2_WRATH_KUDHANSTEIN_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>カノン<br>カノンver．決戦礼装<br>カダノバ<br>カグラ<br>クダンシュタイン<br>クダンシュタインver．舞台版<br>クダンシュタインver．決戦礼装<br>セーダ<br>セーダver．決戦礼装<br>モンゼイン<br>ザイン<br>ザインver．決戦礼装<br>オーティマ<br>オーティマver．決戦礼装<br>ヤウラス<br>ヤウラスver．決戦礼装<br>バシーニ<br>カヤ<br>ラキナ<br>イカサ<br>※ダークファントムverのユニットは含まれません
SK_GS3_WRATH_KUDHANSTEIN_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>クダンシュタイン<br>クダンシュタインver．舞台版<br>※クダンシュタインver．決戦礼装は含まれません
SK_WA_01_ENVYRIA_CANON_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_LOST_ACHAD_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アハト<br>フィーア<br>ズィーヴァ<br>ノイン<br>フューリー<br>ゼン<br>ソル<br>ツヴァイ<br>ドライ<br>ネロ<br>アインツ<br>アインツver．決戦礼装<br>ゼクス<br>ズィーヴァ(舞台版)<br>フューリー(舞台版)<br>フィーア(舞台版)<br>アハト(舞台版)
SK_GS2_LOST_ACHAD_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>アハト
SK_GS1_LUST_YAULAS_01_CONCEPT_TXT	ルストブルグ出身ユニットが装備するとPT内のルストブルグ出身ユニットの能力UP
SK_GS2_LUST_YAULAS_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>カノン<br>カノンver．決戦礼装<br>カダノバ<br>カグラ<br>クダンシュタイン<br>クダンシュタインver．舞台版<br>クダンシュタインver．決戦礼装<br>セーダ<br>セーダver．決戦礼装<br>モンゼイン<br>ザイン<br>ザインver．決戦礼装<br>オーティマ<br>オーティマver．決戦礼装<br>ヤウラス<br>ヤウラスver．決戦礼装<br>バシーニ<br>カヤ<br>ラキナ<br>イカサ<br>※ダークファントムverのユニットは含まれません
SK_GS3_LUST_YAULAS_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ヤウラス<br>※ヤウラスver．決戦礼装は含まれません
SK_GS1_ENVYRIA_MONZOTM_02_CONCEPT_TXT	エンヴィリア出身ユニットが装備するとPT内のエンヴィリア出身ユニットの能力UP
SK_GS2_ENVYRIA_MONZOTM_02_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>カノン<br>カノンver．決戦礼装<br>カダノバ<br>カグラ<br>クダンシュタイン<br>クダンシュタインver．舞台版<br>クダンシュタインver．決戦礼装<br>セーダ<br>セーダver．決戦礼装<br>モンゼイン<br>ザイン<br>ザインver．決戦礼装<br>オーティマ<br>オーティマver．決戦礼装<br>ヤウラス<br>ヤウラスver．決戦礼装<br>バシーニ<br>カヤ<br>ラキナ<br>イカサ<br>※ダークファントムverのユニットは含まれません
SK_GS3_ENVYRIA_MONZOTM_02_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>モンゼイン
SK_GS1_CRY_MERL_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>メルリヌス<br>アーサー<br>平将門<br>ダークオリヴィエ<br>リル＝ウロボロス
SK_GS2_CRY_MERL_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>メルリヌス<br>リル＝ウロボロス
SK_GS1_REALEVENT_01_CONCEPT_TXT	装備するとPT内全員の能力UP
SK_01_REALEVENT_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_WADA_SETSUNA_01_CONCEPT_TXT	ワダツミ出身ユニットが装備するとPT内のワダツミ出身ユニットの能力UP
SK_GS2_WADA_SETSUNA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ロギ<br>ディオス<br>セツナ<br>[闇]セツナ<br>※ver．決戦礼装は含まれません
SK_GS3_WADA_SETSUNA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>セツナ<br>[闇]セツナ
SK_GS1_WADA_IZAYOI_01_CONCEPT_TXT	ワダツミ出身ユニットが装備するとPT内のワダツミ出身ユニットの能力UP
SK_GS2_WADA_IZAYOI_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>リン<br>タマモ<br>ハヤテ<br>イザヨイ<br>※ディスガイアコラボverのリンは含まれません
SK_GS3_WADA_IZAYOI_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>イザヨイ
SK_GS1_WADA_ZIN_01_CONCEPT_TXT	ワダツミ出身ユニットが装備するとPT内のワダツミ出身ユニットの能力UP
SK_GS2_WADA_ZIN_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ジン<br>ヨミ<br>※ヨミver．決戦礼装、Fateコラボverのヨミは含まれません
SK_01_WADA_ZIN_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_DESERT_UZUMA_01_CONCEPT_TXT	砂漠地帯出身ユニットが装備するとPT内の砂漠地帯出身ユニットの能力UP
SK_GS2_DESERT_UZUMA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ルクレティア<br>モア<br>イヴ<br>フレイズ<br>アスワド<br>タマモ<br>クリーマ<br>ヴェロス<br>ヴァネキス<br>ウズマ<br>フィオナ
SK_GS3_DESERT_UZUMA_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ウズマ<br>シェヘラザーデ
SK_DESERT_UZUMA_01_CONCEPT_TXT	全ユニット使用可能
SK_GS1_ENVY_LUCRETIA_02_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ルクレティア<br>モア<br>イヴ<br>フレイズ<br>アスワド<br>タマモ<br>クリーマ<br>ヴェロス<br>ヴァネキス<br>ウズマ<br>フィオナ
SK_GS2_ENVY_LUCRETIA_02_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>ルクレティア
SK_ENVYRIA_LUCRETIA_02_CONCEPT_TXT	全ユニット使用可能
SK_GS1_CRY_ARTH_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>メルリヌス<br>アーサー<br>平将門<br>ダークオリヴィエ<br>ザハル<br>クロエ<br>セツナ<br>リル＝ウロボロス<br>※Fateコラボverのザハル、世界樹コラボverのクロエ、ダークファントムverのユニットは含まれません
SK_GS2_CRY_ARTH_01_CONCEPT_TXT	特定ユニット・特定ジョブが装備するとPT内の特定ユニット・特定ジョブの能力UP<br>対象ユニット：<br>アーサー<br>対象ジョブ：<br>聖騎士<br>ホーリーナイト
SK_GS3_CRY_ARTH_01_CONCEPT_TXT	特定ユニットが装備するとPT内の特定ユニットの能力UP<br>対象ユニット：<br>メルリヌス<br>アーサー<br>リル＝ウロボロス
SK_CRY_ARTH_01_CONCEPT_TXT	全ユニット使用可能
