SK_CARD_002_CONCEPT_TXT	全英靈發動
SK_GS1_ENVYRIA_PRISCILA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>普麗希拉<br>拉米亞<br>特來沙
SK_GS1_ENVYRIA_ELAINE_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>艾蓮
SK_GS1_ENVYRIA_DILGA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>迪爾加
SK_GS1_ENVYRIA_AGATHA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>洛基<br>迪歐斯<br>吉克
SK_GS2_ENVYRIA_AYLLU_01_CONCEPT_TXT	魯斯特布魯克出身的英靈裝備后PT內的魯斯特布魯克英靈能力UP
SK_GS1_ENVYRIA_AYLLU_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>艾琉
SK_GS1_ENVYRIA_ROTEN_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_RUNBELL_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>拉貝爾
SK_GS1_ENVYRIA_FOUNTAIN_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_ALAIA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>安拉伊亞
SK_GS1_ENVYRIA_FOUNTAIN_01_CONCEPT_TXT	安比利亞出身的英靈裝備后PT內的安比利亞英靈能力UP
SK_GS1_ENVYRIA_LUCRETIA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>盧克蕾蒂亞<br>ゲ蓋因
SK_GS1_ENVYRIA_VICTOR_01_CONCEPT_TXT	緋炎騎士團裝備后PT內的緋炎騎士團能力UP<br>緋炎騎士團英靈：<br>維特爾<br>克羅伊<br>維克塔<br>杰拉德<br>娜塔莉<br>達爾達尼央<br>※世界樹聯動ver的克羅伊不在其列
SK_GS2_ENVYRIA_VICTOR_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>維特爾<br>克羅伊<br>維克塔<br>娜塔莉<br>妮娜
SK_WA_01_ENVYRIA_VICTOR_01_CONCEPT_TXT	全英靈可使用
SK_WA_01_WRATHTRIZ_ZAHAR_01_CONCEPT_TXT	全英靈可使用
SK_GS1_WRATHTRIZ_ZAHAR_01_CONCEPT_TXT	影之梅薩亞裝備后PT內的影之梅薩亞的能力UP<br>影之梅薩亞英靈：<br>扎哈爾<br>絲碧卡<br>蕾迪亞<br>西爾瑪<br>澤恩<br>梅雅<br>※Fate聯動ver的扎哈爾不在其列
SK_GS2_WRATHTRIZ_ZAHAR_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>扎哈爾<br>蕾迪亞
SK_WA_01_WRATHTRIZ_SPICA_01_CONCEPT_TXT	拉斯特里斯出身英靈或者烏洛波洛斯「大陸的觀測者」可以使用
SK_WA_02_WRATHTRIZ_SPICA_01_CONCEPT_TXT	全英靈可使用
SK_GS1_WRATHTRIZ_SPICA_01_CONCEPT_TXT	影之梅薩亞裝備后PT內的影之梅薩亞的能力UP<br>影之梅薩亞英靈：<br>扎哈爾<br>絲碧卡<br>蕾迪亞<br>西爾瑪<br>澤恩<br>梅雅<br>※Fate聯動ver的扎哈爾不在其列
SK_GS2_WRATHTRIZ_SPICA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>絲碧卡<br>西爾瑪
SK_GS1_WRATHTRIZ_GLANZ_01_CONCEPT_TXT	拉斯特里斯出身的英靈裝備后PT內的拉斯特里斯英靈能力UP
SK_GS2_WRATHTRIZ_GLANZ_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>格蘭茲<br>安娜塔西亞
SK_GS1_WRATHTRIZ_LAMIA_01_CONCEPT_TXT	拉斯特里斯出身的英靈裝備后PT內的拉斯特里斯英靈能力UP
SK_GS2_WRATHTRIZ_LAMIA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>拉米亞<br>特來沙<br>※Fate聯動ver的拉米亞不在其列
SK_GS1_WRATHTRIZ_ROSA_01_CONCEPT_TXT	拉斯特里斯出身的英靈裝備后PT內的拉斯特里斯英靈能力UP
SK_GS2_WRATHTRIZ_ROSA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>蘿莎<br>※魔界戰記聯動ver的蘿莎不在其列
SK_GS1_WRATHTRIZ_MAGNUS_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>馬格努斯<br>史特莉婭<br>愛莎
SK_GS1_WRATHTRIZ_SABALETA_01_CONCEPT_TXT	特定的英靈裝備后PT內特定英靈的能力UP<br>對象英靈：<br>薩巴雷<br>瓦妮琪斯
