ID	JOB	BODY	BODY_TEXTURE	BODY_ATTACHMENT	HEAD	HEAD_ATTACHMENT	HAIR	HAIR_COLOR1	HAIR_COLOR2	PREFIX	MOVABLE	IS_JOB_DOWNSTAND	IS_JOB_DODGE	IS_JOB_DAMAGE	IS_JOB_STEP	IS_JOB_FALLLOOP	IS_JOB_JUMPLOOP	IS_JOB_PICKUP	IS_JOB_FREEZE	IS_JOB_GROGGY	IS_JOB_RIDEONLY	IS_JOB_COPY	IS_NO_TURN	IS_USE_COMMON_ANIM	IS_IGNORE_EXIST_FILE	
man	lan	M_lan_body_00	M_lan_body_00		M_head_default_000		M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	lnc	M_lnc_body_00	M_lnc_body_00		M_head_default_000	M_lnc_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	mah	M_mah_body_00	M_mah_body_00		M_head_default_000	M_mah_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	maj	M_maj_body_00	M_maj_body_00		M_head_default_000	M_maj_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	mfen	M_mfen_body_00	M_mfen_body_00		M_head_default_000	M_mfen_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	nec	M_nin_body_00	M_nin_body_00		M_head_default_000	M_nin_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	nin	M_nin_body_00	M_nin_body_00		M_head_default_000	M_nin_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	odo	M_nin_body_00	M_nin_body_00		M_head_default_000	M_nin_hat_00	F_celi_hair_long_00	153,255,128	255,0,100	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	onm	M_onm_body_00	M_onm_body_00		M_head_default_000	M_onm_hat_00	M_hair_short_000	153,255,128	255,0,100	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	pri	M_pri_body_00	M_pri_body_00		M_head_default_000	M_pri_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	ran	M_ran_body_00	M_ran_body_00		M_head_default_000		M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	sam	M_sam_body_00	M_sam_body_00		M_head_default_000	M_sam_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	sei	M_sei_body_00	M_sei_body_00		M_head_default_000		M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	sen	M_sen_body_00	M_sen_body_00		M_head_default_000	M_sen_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	shn	M_shn_body_00	M_shn_body_01		M_head_default_000		M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	sni	M_sni_body_00	M_sni_body_00		M_head_default_000	M_sni_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	sol	M_sol_body_00	M_sol_body_00		M_head_default_000		M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	str	M_str_body_00	M_str_body_00		M_head_default_000	M_str_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	syo	M_syo_body_00	M_syo_body_00		M_head_default_000	M_syo_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	thi	M_thi_body_00	M_thi_body_00		M_head_default_000		M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	wiz	M_wiz_body_00	M_wiz_body_00		M_head_default_000	M_wiz_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	wor	M_wor_body_00	M_wor_body_01		M_head_default_000	M_wor_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	yuj	M_yuj_body_00	M_yuj_body_00		M_head_default_000	F_yuj_hat_00	M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	wed	M_wed_body_00	M_wed_body_00		M_head_default_000		M_hair_short_000	255,128,128	94,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	hwiz	M_hwiz_body_00	M_hwiz_body_00		M_head_default_000	M_hwiz_hat_00	M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	spe	M_spe_body_00	M_spe_body_00		M_head_default_000		M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	wea	M_wea_body_00	M_wea_body_00		M_head_default_000	M_wea_hat_00	M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	mou	M_mou_body_00	M_mou_body_00		M_head_default_000	M_mou_hat_00	M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	mad	M_mad_body_00	M_mad_body_00		M_head_default_000	M_mad_hat_00	M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	psi	M_psi_body_00	M_psi_body_00		M_head_default_000		M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	tem	M_tem_body_00	M_tem_body_00		F_head_default_000		M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	gunl	M_gunl_body_00	M_gunl_body_00		M_head_default_000	F_gunl_hat_00	M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
man	henc	M_henc_body_00	M_henc_body_00		M_head_default_000		M_hair_short_000	0,0,0	0,0,0	M	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	ank	F_ank_body_00	F_ank_body_00		F_almi_head_00	F_ank_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	arm	F_arm_body_00	F_arm_body_00		F_almi_head_00	F_arm_hat_00	F_almi_hair_long_00	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	ass	F_ass_body_00	F_ass_body_00		F_almi_head_00		F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	baa	F_baa_body_00	F_baa_body_00		F_almi_head_00	F_baa_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	bla	F_bla_body_00	F_bla_body_00		F_almi_head_00	F_bla_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	bar	F_bar_body_00	F_bar_body_00		F_almi_head_00	F_bar_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	dai	F_dai_body_00	F_dai_body_00		F_almi_head_00		F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	dgn	F_dgn_body_00	F_dgn_body_00		F_almi_head_00	F_dgn_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	dgr	F_dgr_body_00	F_dgr_body_00		F_almi_head_00	F_dgr_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	doc	F_doc_body_00	F_doc_body_00		F_almi_head_00	F_doc_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	enc	F_enc_body_00	F_enc_body_00		F_almi_head_00		F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	gen	F_gen_body_00	F_gen_body_00		F_almi_head_00	F_gen_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	gua	F_gua_body_00	F_gua_body_00		F_almi_head_00	F_gua_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	gun	F_gun_body_00	F_gun_body_00		F_almi_head_00	F_gun_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	gya	F_hun_body_00	F_hun_body_00		F_almi_head_00	F_gun_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	hun	F_hun_body_00	F_hun_body_00		F_almi_head_00	F_hun_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	huu	F_huu_body_00	F_huu_body_00		F_almi_head_00	F_huu_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	kam	F_kam_body_00	F_kam_body_00		F_almi_head_00	F_kam_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	kai	F_kai_body_00	F_kai_body_00		F_almi_head_00	F_kai_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	kaj	F_hun_body_00	F_hun_body_00		F_almi_head_00	F_gun_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	kak	F_kak_body_00	F_kak_body_00		F_almi_head_00		F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	kem	F_kem_body_00	F_kem_body_00		F_almi_head_00		F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	ken	F_hun_body_00	F_hun_body_00		F_almi_head_00	F_gun_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	kur	F_kur_body_00	F_kur_body_00		F_almi_head_00	M_kur_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	kus	F_kus_body_00	F_kus_body_00		F_almi_head_00	F_kus_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	lan	M_lan_body_00	M_lan_body_00		F_almi_head_00		F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	lnc	F_lnc_body_00	F_lnc_body_00		F_almi_head_00	F_lnc_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	mah	F_mah_body_00	F_mah_body_00		F_almi_head_00	F_mah_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	maj	F_maj_body_00	F_maj_body_00		F_almi_head_00	F_maj_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	mfen	F_mfen_body_00	F_mfen_body_00		F_almi_head_00	F_mfen_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	mei	F_hun_body_00	F_hun_body_00		F_almi_head_00	F_gun_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	mah	F_mah_body_00	F_mah_body_00		F_almi_head_00	F_mah_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	mik	F_mik_body_00	F_mik_body_00		F_almi_head_00		F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	nec	F_nec_body_00	F_nec_body_00		F_almi_head_00	F_nec_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	nin	F_nin_body_00	F_nin_body_00		F_almi_head_00	F_nin_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	odo	F_odo_body_00	F_odo_body_00		F_almi_head_00	F_odo_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	onm	F_onm_body_00	F_onm_body_00		F_almi_head_00	F_onm_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	pri	F_pri_body_00	F_pri_body_00		F_almi_head_00	F_pri_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	ran	F_ran_body_00	F_ran_body_00		F_almi_head_00		F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	sam	F_sam_body_00	F_sam_body_00		F_almi_head_00	F_sam_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	sei	F_sei_body_00	F_sei_body_00		F_almi_head_00	F_sei_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	sen	F_sen_body_00	F_sen_body_00		F_almi_head_00		F_almi_hair_long_00	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	shn	F_shn_body_00	F_shn_body_00		F_almi_head_00		F_almi_hair_long_00	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	sni	F_sni_body_00	F_sni_body_00		F_almi_head_00	F_sni_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	sol	F_hun_body_00	F_hun_body_00		F_almi_head_00	F_gun_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	str	F_hun_body_00	F_hun_body_00		F_almi_head_00	F_gun_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	syo	F_syo_body_00	F_syo_body_00		F_almi_head_00	F_syo_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	thi	F_thi_body_00	F_thi_body_00		F_almi_head_00		F_almi_hair_long_00	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	val	F_val_body_00	F_val_body_00		F_almi_head_00	F_val_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	wiz	F_wiz_body_00	F_wiz_body_00		F_almi_head_00	F_wiz_hat_00	F_almi_hair_long_00	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	wor	F_wor_body_00	F_wor_body_00		F_almi_head_00	F_wor_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	yuj	F_yuj_body_00	F_yuj_body_00		F_almi_head_00	F_yuj_hat_00	F_almi_hair_long_01	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	wed	F_wed_body_00	F_wed_body_00		F_almi_head_00	F_arm_hat_00	F_almi_hair_long_00	39,14,8	224,80,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	hwiz	F_hwiz_body_00	F_hwiz_body_00		F_almi_head_00	F_hwiz_hat_00	F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	spe	F_spe_body_00	F_spe_body_00		F_almi_head_00		F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	wea	F_wea_body_00	F_wea_body_00		F_almi_head_00	F_wea_hat_00	F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	mou	F_mou_body_00	F_mou_body_00		F_almi_head_00	F_mou_hat_00	F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	mad	F_mad_body_00	F_mad_body_00		F_almi_head_00	F_mad_hat_00	F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	psi	F_psi_body_00	F_psi_body_00		F_almi_head_00	F_psi_hat_00	F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	tem	F_tem_body_00	F_tem_body_00		F_almi_head_00		F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	gunl	F_gunl_body_00	F_gunl_body_00		F_almi_head_00	F_gunl_hat_00	F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
wom	henc	F_henc_body_00	F_henc_body_00		F_almi_head_00		F_almi_hair_long_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	ank	MM_ank_body_00	M_ank_body_00		MM_dilg_head_00	MM_ank_hat_00	MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	arm	MM_arm_body_00	MM_arm_body_00		MM_dilg_head_00		MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	baa	MM_baa_body_00	M_baa_body_00		MM_dilg_head_00		MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	gua	MM_gua_body_00	M_gua_body_00		MM_dilg_head_00	MM_gua_hat_00	MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	kai	MM_kai_body_00	M_kai_body_00		MM_dilg_head_00	MM_kai_hat_00	MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	kaj	MM_kaj_body_00	M_kaj_body_01		MM_dilg_head_00	MM_kaj_hat_00	MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	kak	MM_kak_body_00	M_kak_body_00		MM_dilg_head_00		MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	lan	MM_lan_body_00	MM_lan_body_00		MM_dilg_head_00		MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	sei	MM_sei_body_00	MM_sei_body_00		MM_dilg_head_00		MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	str	MM_str_body_00	M_str_body_00		MM_dilg_head_00	MM_str_hat_00	MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	dgr	MM_dgr_body_00	M_dgr_body_00		MM_dilg_head_00	MM_dgr_hat_00	MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mus	dgn	MM_dgn_body_00	M_dgn_body_00		MM_dilg_head_00	MM_dgn_hat_00	MM_dilg_hair_short_00	90,49,0	26,0,0	MM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gem	none	U_gem						0,0,0	0,0,0	U_gem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gem1	none	U_gem 1						0,0,0	0,0,0	U_gem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gem2	none	U_gem 2						0,0,0	0,0,0	U_gem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
gem3	none	U_gem 3						0,0,0	0,0,0	U_gem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
treasure	none	U_treasure						0,0,0	0,0,0	U_treasure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
urob	uro	F_uro_body_00	F_uro_body_00		F_head_default_003		F_urob_hair_long_00	217,196,255	195,151,208	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
grow_urob	none	F_grow_urob_body_00	F_grow_urob_body_00		F_grow_urob_head_00	F_grow_urob_hat_00	F_grow_urob_hair_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
grow_urob	dai	F_grow_urob_body_00	F_grow_urob_body_00		F_grow_urob_head_00	F_grow_urob_hat_00	F_grow_urob_hair_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
urob_lega	urob_lega01	F_grow_urob_body_00	F_grow_urob_body_00		F_grow_urob_head_00	F_grow_urob_hat_00	F_grow_urob_hair_00	0,0,0	0,0,0	F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
